Timestamp,Source_IP,Destination_IP,Protocol,Source_Port,Destination_Port,Packet_Size
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,56562,7151,148
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,36169,7151,131
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,59213,7151,148
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,46397,7151,131
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,40326,7151,148
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,40026,7151,131
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,44609,7151,148
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,56590,7151,131
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,45828,7151,148
2026-09-23 22:55:58,192.168.0.1,192.168.0.255,UDP,42291,7151,131
2026-09-23 22:56:03,192.168.0.9,142.250.82.223,UDP,56535,3478,162
2026-09-23 22:56:03,142.250.82.223,192.168.0.9,UDP,3478,56535,110
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,66
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,66
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,268
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,1494
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,1494
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,1494
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,153
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,212
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,105
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,123
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,141
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,1450
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,92
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,92
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,54
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,378
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,96
2026-09-23 22:56:07,57.155.101.212,192.168.0.9,TCP,443,53243,54
2026-09-23 22:56:07,192.168.0.9,57.155.101.212,TCP,53243,443,54
2026-09-23 22:56:08,192.168.0.9,4.150.223.100,TCP,62216,443,167
2026-09-23 22:56:08,192.168.0.9,4.150.223.100,TCP,62216,443,93
2026-09-23 22:56:08,192.168.0.9,4.150.223.100,TCP,62216,443,3301
2026-09-23 22:56:09,192.168.0.9,35.237.69.59,TCP,57529,443,55
2026-09-23 22:56:09,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:09,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:09,4.150.223.100,192.168.0.9,TCP,443,62216,93
2026-09-23 22:56:09,192.168.0.9,4.150.223.100,TCP,62216,443,54
2026-09-23 22:56:09,35.237.69.59,192.168.0.9,TCP,443,57529,70
2026-09-23 22:56:09,192.168.0.9,142.250.82.211,UDP,59935,3478,162
2026-09-23 22:56:09,4.150.223.100,192.168.0.9,TCP,443,62216,153
2026-09-23 22:56:09,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:09,142.250.82.211,192.168.0.9,UDP,3478,59935,110
2026-09-23 22:56:09,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:09,192.168.0.9,35.80.170.240,TCP,56831,443,55
2026-09-23 22:56:09,192.168.0.9,35.80.170.240,TCP,58082,443,55
2026-09-23 22:56:10,35.80.170.240,192.168.0.9,TCP,443,56831,70
2026-09-23 22:56:10,35.80.170.240,192.168.0.9,TCP,443,58082,70
2026-09-23 22:56:11,192.168.0.1,192.168.0.9,OTHER,,,102
2026-09-23 22:56:12,192.168.0.1,192.168.0.9,OTHER,,,102
2026-09-23 22:56:13,192.168.0.9,4.150.223.100,TCP,62216,443,167
2026-09-23 22:56:13,192.168.0.9,4.150.223.100,TCP,62216,443,6551
2026-09-23 22:56:14,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:14,4.150.223.100,192.168.0.9,TCP,443,62216,153
2026-09-23 22:56:14,192.168.0.9,4.150.223.100,TCP,62216,443,54
2026-09-23 22:56:17,192.168.0.9,4.150.223.100,TCP,62216,443,172
2026-09-23 22:56:17,192.168.0.9,4.150.223.100,TCP,62216,443,6583
2026-09-23 22:56:17,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:17,4.150.223.100,192.168.0.9,TCP,443,62216,148
2026-09-23 22:56:17,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:17,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:17,192.168.0.9,35.237.69.59,TCP,57529,443,54
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,57529,532
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,57529,58
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,57529,443,54
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,66
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,70
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,54
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,2006
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,58
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,58
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,1380
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,118
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,146
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,496
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,58
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,237
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,120
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,89
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,54
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,85
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,425
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,182
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,93
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:18,192.168.0.9,13.32.251.52,TCP,58884,443,54
2026-09-23 22:56:18,13.32.251.52,192.168.0.9,TCP,443,58884,58
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,64160,97
2026-09-23 22:56:18,35.237.69.59,192.168.0.9,TCP,443,64160,280
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,826
2026-09-23 22:56:18,192.168.0.9,35.237.69.59,TCP,64160,443,828
2026-09-23 22:56:19,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:19,35.237.69.59,192.168.0.9,TCP,443,64160,233
2026-09-23 22:56:19,192.168.0.9,35.237.69.59,TCP,64160,443,89
2026-09-23 22:56:19,35.237.69.59,192.168.0.9,TCP,443,64160,235
2026-09-23 22:56:19,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:19,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:23,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:23,192.168.0.9,35.237.69.59,TCP,64160,443,5334
2026-09-23 22:56:23,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:23,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:23,35.237.69.59,192.168.0.9,TCP,443,64160,257
2026-09-23 22:56:23,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:23,192.168.0.9,4.150.223.100,TCP,62216,443,172
2026-09-23 22:56:23,192.168.0.9,4.150.223.100,TCP,62216,443,3879
2026-09-23 22:56:24,192.168.0.100,224.0.0.251,UDP,5353,5353,152
2026-09-23 22:56:24,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:24,4.150.223.100,192.168.0.9,TCP,443,62216,148
2026-09-23 22:56:24,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:24,192.168.0.9,4.150.223.100,TCP,53242,443,55
2026-09-23 22:56:24,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,56831,97
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,56831,82
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,56831,58
2026-09-23 22:56:24,192.168.0.9,35.80.170.240,TCP,56831,443,54
2026-09-23 22:56:24,192.168.0.9,35.80.170.240,TCP,56831,443,54
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,58082,97
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,58082,82
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,58082,58
2026-09-23 22:56:24,192.168.0.9,35.80.170.240,TCP,58082,443,54
2026-09-23 22:56:24,4.150.223.100,192.168.0.9,TCP,443,53242,66
2026-09-23 22:56:24,35.80.170.240,192.168.0.9,TCP,443,56831,58
2026-09-23 22:56:26,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:26,35.237.69.59,192.168.0.9,TCP,443,64160,186
2026-09-23 22:56:26,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:26,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,5175
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,235
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,89
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,254
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:27,35.237.69.59,192.168.0.9,TCP,443,64160,230
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:27,192.168.0.9,35.237.69.59,TCP,64160,443,5324
2026-09-23 22:56:28,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:28,35.237.69.59,192.168.0.9,TCP,443,64160,230
2026-09-23 22:56:28,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:28,192.168.0.9,142.250.82.223,UDP,56535,3478,162
2026-09-23 22:56:28,142.250.82.223,192.168.0.9,UDP,3478,56535,110
2026-09-23 22:56:29,192.168.0.9,4.150.223.100,TCP,62216,443,172
2026-09-23 22:56:29,192.168.0.9,4.150.223.100,TCP,62216,443,3326
2026-09-23 22:56:29,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:29,4.150.223.100,192.168.0.9,TCP,443,62216,153
2026-09-23 22:56:29,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:29,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:31,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:31,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:31,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:31,35.237.69.59,192.168.0.9,TCP,443,64160,256
2026-09-23 22:56:31,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:32,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:32,35.237.69.59,192.168.0.9,TCP,443,64160,186
2026-09-23 22:56:32,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:32,192.168.0.9,35.237.69.59,TCP,64160,443,5326
2026-09-23 22:56:32,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:32,35.237.69.59,192.168.0.9,TCP,443,64160,231
2026-09-23 22:56:32,192.168.0.9,35.237.69.59,TCP,64160,443,89
2026-09-23 22:56:33,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:33,192.168.0.9,4.150.223.100,TCP,62216,443,167
2026-09-23 22:56:33,192.168.0.9,4.150.223.100,TCP,62216,443,3326
2026-09-23 22:56:33,192.168.0.101,224.0.0.251,UDP,5353,5353,326
2026-09-23 22:56:33,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:33,4.150.223.100,192.168.0.9,TCP,443,62216,153
2026-09-23 22:56:33,192.168.0.9,4.150.223.100,TCP,62216,443,54
2026-09-23 22:56:34,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:34,192.168.0.101,224.0.0.251,UDP,5353,5353,248
2026-09-23 22:56:34,192.168.0.101,224.0.0.251,UDP,5353,5353,248
2026-09-23 22:56:34,192.168.0.101,224.0.0.251,UDP,5353,5353,248
2026-09-23 22:56:34,192.168.0.101,224.0.0.251,UDP,5353,5353,326
2026-09-23 22:56:34,192.168.0.9,142.250.82.211,UDP,59935,3478,162
2026-09-23 22:56:34,142.250.82.211,192.168.0.9,UDP,3478,59935,110
2026-09-23 22:56:35,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:35,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:35,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:35,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:35,35.237.69.59,192.168.0.9,TCP,443,64160,350
2026-09-23 22:56:35,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:35,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:35,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:35,35.237.69.59,192.168.0.9,TCP,443,64160,312
2026-09-23 22:56:35,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:36,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:36,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:36,192.168.0.9,35.237.69.59,TCP,64160,443,5330
2026-09-23 22:56:36,192.168.0.101,224.0.0.251,UDP,5353,5353,326
2026-09-23 22:56:36,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:36,35.237.69.59,192.168.0.9,TCP,443,64160,255
2026-09-23 22:56:37,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:37,192.168.0.9,4.150.223.100,TCP,62216,443,167
2026-09-23 22:56:37,192.168.0.9,4.150.223.100,TCP,62216,443,3326
2026-09-23 22:56:37,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:37,4.150.223.100,192.168.0.9,TCP,443,62216,148
2026-09-23 22:56:37,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:37,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:38,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:38,192.168.0.101,224.0.0.251,UDP,5353,5353,469
2026-09-23 22:56:40,192.168.0.101,224.0.0.251,UDP,5353,5353,723
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:42,35.237.69.59,192.168.0.9,TCP,443,64160,188
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:42,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:42,35.237.69.59,192.168.0.9,TCP,443,64160,261
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,89
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:42,192.168.0.9,35.237.69.59,TCP,64160,443,5324
2026-09-23 22:56:42,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:43,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:43,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:43,35.237.69.59,192.168.0.9,TCP,443,64160,247
2026-09-23 22:56:43,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:43,192.168.0.100,224.0.0.251,UDP,5353,5353,152
2026-09-23 22:56:44,192.168.0.9,4.150.223.100,TCP,62216,443,167
2026-09-23 22:56:44,192.168.0.9,4.150.223.100,TCP,62216,443,3326
2026-09-23 22:56:44,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:44,4.150.223.100,192.168.0.9,TCP,443,62216,148
2026-09-23 22:56:44,192.168.0.9,4.150.223.100,TCP,62216,443,89
2026-09-23 22:56:44,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:46,192.168.0.101,224.0.0.251,UDP,5353,5353,205
2026-09-23 22:56:47,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:47,192.168.0.9,35.237.69.59,TCP,64160,443,844
2026-09-23 22:56:47,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:47,35.237.69.59,192.168.0.9,TCP,443,64160,258
2026-09-23 22:56:47,192.168.0.9,35.237.69.59,TCP,64160,443,54
2026-09-23 22:56:47,192.168.0.9,35.237.69.59,TCP,64160,443,148
2026-09-23 22:56:48,35.237.69.59,192.168.0.9,TCP,443,64160,183
2026-09-23 22:56:48,192.168.0.9,35.237.69.59,TCP,64160,443,144
2026-09-23 22:56:48,192.168.0.9,35.237.69.59,TCP,64160,443,5324
2026-09-23 22:56:48,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:48,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:48,35.237.69.59,192.168.0.9,TCP,443,64160,254
2026-09-23 22:56:48,192.168.0.9,35.237.69.59,TCP,64160,443,89
2026-09-23 22:56:48,35.237.69.59,192.168.0.9,TCP,443,64160,58
2026-09-23 22:56:49,192.168.0.9,4.150.223.100,TCP,62216,443,166
2026-09-23 22:56:49,192.168.0.9,4.150.223.100,TCP,62216,443,3326
2026-09-23 22:56:49,4.150.223.100,192.168.0.9,TCP,443,62216,54
2026-09-23 22:56:49,4.150.223.100,192.168.0.9,TCP,443,62216,153
2026-09-23 22:56:49,192.168.0.9,4.150.223.100,TCP,62216,443,54
2026-09-23 22:56:54,192.168.0.9,142.250.82.223,UDP,56535,3478,162
2026-09-23 22:56:54,142.250.82.223,192.168.0.9,UDP,3478,56535,110
